,entry,country,area,date,number,position,year,month,day
306,306,南投縣,名間鄉,1995/3/8,0.0,南投縣名間鄉,1995,3,8
307,307,台東縣,關山鎮,1995/3/10,1.32,台東縣關山鎮,1995,3,10
308,308,桃園市,龍潭區,1995/3/15,0.0,桃園市龍潭區,1995,3,15
309,309,花蓮縣,富里鄉,1995/3/16,0.1,花蓮縣富里鄉,1995,3,16
310,310,花蓮縣,玉里鎮,1995/3/16,0.01,花蓮縣玉里鎮,1995,3,16
311,311,台東縣,關山鎮,1995/3/23,14.3,台東縣關山鎮,1995,3,23
312,312,台東縣,池上鄉,1995/3/23,6.6,台東縣池上鄉,1995,3,23
313,313,花蓮縣,富里鄉,1995/3/23,0.83,花蓮縣富里鄉,1995,3,23
314,314,花蓮縣,玉里鎮,1995/3/23,0.15,花蓮縣玉里鎮,1995,3,23
315,315,台東縣,鹿野鄉,1995/3/23,0.0,台東縣鹿野鄉,1995,3,23
316,316,南投縣,名間鄉,1995/3/24,0.0,南投縣名間鄉,1995,3,24
317,317,花蓮縣,富里鄉,1995/3/30,1.76,花蓮縣富里鄉,1995,3,30
318,318,花蓮縣,玉里鎮,1995/3/30,0.63,花蓮縣玉里鎮,1995,3,30
319,319,桃園市,龍潭區,1995/3/31,0.0,桃園市龍潭區,1995,3,31
320,320,嘉義縣,民雄鄉,1995/4/6,5.0,嘉義縣民雄鄉,1995,4,6
321,321,花蓮縣,玉里鎮,1995/4/7,8.1,花蓮縣玉里鎮,1995,4,7
322,322,花蓮縣,富里鄉,1995/4/7,5.5,花蓮縣富里鄉,1995,4,7
323,323,南投縣,名間鄉,1995/4/7,0.24,南投縣名間鄉,1995,4,7
324,324,台東縣,池上鄉,1995/4/12,24.0,台東縣池上鄉,1995,4,12
325,325,台東縣,鹿野鄉,1995/4/12,12.8,台東縣鹿野鄉,1995,4,12
326,326,台東縣,關山鎮,1995/4/12,11.6,台東縣關山鎮,1995,4,12
327,327,桃園市,龍潭區,1995/4/17,0.0,桃園市龍潭區,1995,4,17
328,328,嘉義縣,民雄鄉,1995/4/20,25.0,嘉義縣民雄鄉,1995,4,20
329,329,南投縣,名間鄉,1995/4/20,1.24,南投縣名間鄉,1995,4,20
330,330,彰化縣,田中鎮,2014/5/1,0.025,彰化縣田中鎮,2014,5,1
331,331,新竹縣,竹北市,2014/5/1,0.0,新竹縣竹北市,2014,5,1
332,332,新竹縣,芎林鄉,2014/5/1,0.0,新竹縣芎林鄉,2014,5,1
333,333,臺中市,潭子區,2017/5/1,4.9999999939999995,臺中市潭子區,2017,5,1
334,334,嘉義縣,鹿草鄉,2017/5/1,1.0,嘉義縣鹿草鄉,2017,5,1
335,335,新竹縣,峨眉鄉,2008/5/2,1.666666666,新竹縣峨眉鄉,2008,5,2
336,336,臺中市,霧峰區,2008/5/2,0.65,臺中市霧峰區,2008,5,2
337,337,新竹縣,北埔鄉,2008/5/2,0.0,新竹縣北埔鄉,2008,5,2
338,338,南投縣,名間鄉,2008/5/2,0.0,南投縣名間鄉,2008,5,2
339,339,臺南市,後壁區,2008/5/2,0.0,臺南市後壁區,2008,5,2
340,340,花蓮縣,富里鄉,1995/6/1,8.3,花蓮縣富里鄉,1995,6,1
341,341,花蓮縣,玉里鎮,1995/6/1,5.6,花蓮縣玉里鎮,1995,6,1
342,342,花蓮縣,富里鄉,1995/6/8,10.3,花蓮縣富里鄉,1995,6,8
343,343,花蓮縣,玉里鎮,1995/6/8,7.9,花蓮縣玉里鎮,1995,6,8
344,344,南投縣,名間鄉,1995/6/10,0.24,南投縣名間鄉,1995,6,10
345,345,花蓮縣,富里鄉,1995/6/15,17.0,花蓮縣富里鄉,1995,6,15
346,346,花蓮縣,玉里鎮,1995/6/15,16.9,花蓮縣玉里鎮,1995,6,15
347,347,桃園市,龍潭區,1995/6/15,5.0,桃園市龍潭區,1995,6,15
348,348,南投縣,名間鄉,1995/6/23,0.42,南投縣名間鄉,1995,6,23
349,349,桃園市,龍潭區,1995/6/30,5.0,桃園市龍潭區,1995,6,30
350,350,桃園市,龍潭區,1995/7/14,5.0,桃園市龍潭區,1995,7,14
351,351,南投縣,名間鄉,1995/7/18,0.0,南投縣名間鄉,1995,7,18
352,352,桃園市,龍潭區,1995/7/31,10.0,桃園市龍潭區,1995,7,31
353,353,桃園市,龍潭區,1995/8/15,8.0,桃園市龍潭區,1995,8,15
354,354,南投縣,名間鄉,1995/8/23,0.0,南投縣名間鄉,1995,8,23
355,355,桃園市,龍潭區,1995/9/1,0.0,桃園市龍潭區,1995,9,1
356,356,花蓮縣,富里鄉,1995/9/7,6.2,花蓮縣富里鄉,1995,9,7
357,357,花蓮縣,玉里鎮,1995/9/7,2.2,花蓮縣玉里鎮,1995,9,7
358,358,花蓮縣,玉里鎮,1995/9/14,1.4,花蓮縣玉里鎮,1995,9,14
359,359,花蓮縣,富里鄉,1995/9/14,0.9,花蓮縣富里鄉,1995,9,14
360,360,桃園市,龍潭區,1995/9/15,5.0,桃園市龍潭區,1995,9,15
361,361,花蓮縣,玉里鎮,1995/9/21,1.1,花蓮縣玉里鎮,1995,9,21
362,362,花蓮縣,富里鄉,1995/9/21,0.3,花蓮縣富里鄉,1995,9,21
363,363,桃園市,龍潭區,1995/10/2,11.0,桃園市龍潭區,1995,10,2
364,364,桃園市,龍潭區,1995/10/16,11.0,桃園市龍潭區,1995,10,16
365,365,花蓮縣,玉里鎮,1995/10/27,1.9,花蓮縣玉里鎮,1995,10,27
366,366,花蓮縣,富里鄉,1995/10/27,1.7,花蓮縣富里鄉,1995,10,27
367,367,桃園市,龍潭區,1995/11/1,15.0,桃園市龍潭區,1995,11,1
368,368,花蓮縣,玉里鎮,1995/11/1,2.6,花蓮縣玉里鎮,1995,11,1
369,369,花蓮縣,富里鄉,1995/11/1,2.1,花蓮縣富里鄉,1995,11,1
370,370,南投縣,名間鄉,1995/11/14,0.0,南投縣名間鄉,1995,11,14
371,371,宜蘭縣,五結鄉,1995/11/27,0.56,宜蘭縣五結鄉,1995,11,27
372,372,宜蘭縣,礁溪鄉,1995/11/27,0.24,宜蘭縣礁溪鄉,1995,11,27
373,373,南投縣,名間鄉,1996/3/13,0.0,南投縣名間鄉,1996,3,13
374,374,嘉義縣,民雄鄉,1996/3/15,5.0,嘉義縣民雄鄉,1996,3,15
375,375,南投縣,名間鄉,1996/3/22,0.8,南投縣名間鄉,1996,3,22
376,376,嘉義縣,民雄鄉,1996/3/29,5.0,嘉義縣民雄鄉,1996,3,29
377,377,花蓮縣,玉里鎮,1996/3/29,0.2,花蓮縣玉里鎮,1996,3,29
378,378,花蓮縣,富里鄉,1996/3/29,0.2,花蓮縣富里鄉,1996,3,29
379,379,屏東縣,萬丹鄉,1996/3/30,2.0,屏東縣萬丹鄉,1996,3,30
380,380,桃園市,龍潭區,1996/3/30,0.0,桃園市龍潭區,1996,3,30
381,381,花蓮縣,玉里鎮,1996/4/3,3.6,花蓮縣玉里鎮,1996,4,3
382,382,屏東縣,萬丹鄉,1996/4/3,1.0,屏東縣萬丹鄉,1996,4,3
383,383,花蓮縣,富里鄉,1996/4/3,0.9,花蓮縣富里鄉,1996,4,3
384,384,苗栗縣,銅鑼鄉,1996/4/12,5.0,苗栗縣銅鑼鄉,1996,4,12
385,385,花蓮縣,玉里鎮,1996/4/12,2.07,花蓮縣玉里鎮,1996,4,12
386,386,花蓮縣,富里鄉,1996/4/12,0.97,花蓮縣富里鄉,1996,4,12
387,387,桃園市,龍潭區,1996/4/16,0.2,桃園市龍潭區,1996,4,16
388,388,嘉義縣,民雄鄉,1996/4/17,5.0,嘉義縣民雄鄉,1996,4,17
389,389,花蓮縣,玉里鎮,1996/4/18,7.8,花蓮縣玉里鎮,1996,4,18
390,390,花蓮縣,富里鄉,1996/4/18,3.2,花蓮縣富里鄉,1996,4,18
391,391,嘉義縣,民雄鄉,1996/4/26,5.0,嘉義縣民雄鄉,1996,4,26
392,392,花蓮縣,玉里鎮,1996/4/27,11.33,花蓮縣玉里鎮,1996,4,27
393,393,花蓮縣,富里鄉,1996/4/27,7.78,花蓮縣富里鄉,1996,4,27
394,394,花蓮縣,玉里鎮,2011/5/2,0.1,花蓮縣玉里鎮,2011,5,2
395,395,南投縣,草屯鎮,2012/5/2,4.133333333,南投縣草屯鎮,2012,5,2
396,396,南投縣,南投市,2012/5/2,3.6,南投縣南投市,2012,5,2
397,397,彰化縣,和美鎮,2012/5/2,3.0,彰化縣和美鎮,2012,5,2
398,398,彰化縣,褔興鄉,2012/5/2,2.0,彰化縣褔興鄉,2012,5,2
399,399,彰化縣,鹿港鎮,2012/5/2,1.75,彰化縣鹿港鎮,2012,5,2
400,400,宜蘭縣,三星鄉,2012/5/2,0.0,宜蘭縣三星鄉,2012,5,2
401,401,宜蘭縣,礁溪鄉,2012/5/2,0.0,宜蘭縣礁溪鄉,2012,5,2
402,402,宜蘭縣,礁溪鄉,2013/5/2,5.3,宜蘭縣礁溪鄉,2013,5,2
403,403,屏東縣,萬丹鄉,2013/5/2,5.0,屏東縣萬丹鄉,2013,5,2
404,404,屏東縣,崁頂鄉,2013/5/2,5.0,屏東縣崁頂鄉,2013,5,2
405,405,屏東縣,屏東市,2013/5/2,5.0,屏東縣屏東市,2013,5,2
406,406,宜蘭縣,礁溪鄉,2014/5/2,3.959999999,宜蘭縣礁溪鄉,2014,5,2
407,407,南投縣,南投市,2014/5/2,1.55,南投縣南投市,2014,5,2
408,408,宜蘭縣,冬山鄉,2014/5/2,0.94,宜蘭縣冬山鄉,2014,5,2
409,409,南投縣,草屯鎮,2014/5/2,0.7666666670000001,南投縣草屯鎮,2014,5,2
410,410,花蓮縣,富里鄉,1996/6/1,2.03,花蓮縣富里鄉,1996,6,1
411,411,花蓮縣,玉里鎮,1996/6/1,1.37,花蓮縣玉里鎮,1996,6,1
412,412,台東縣,鹿野鄉,1996/6/4,8.0,台東縣鹿野鄉,1996,6,4
413,413,台東縣,關山鎮,1996/6/4,5.0,台東縣關山鎮,1996,6,4
414,414,台東縣,池上鄉,1996/6/4,5.0,台東縣池上鄉,1996,6,4
415,415,花蓮縣,富里鄉,1996/6/8,4.9,花蓮縣富里鄉,1996,6,8
416,416,花蓮縣,玉里鎮,1996/6/8,3.43,花蓮縣玉里鎮,1996,6,8
417,417,南投縣,名間鄉,1996/6/8,1.42,南投縣名間鄉,1996,6,8
418,418,嘉義縣,民雄鄉,1996/6/14,5.0,嘉義縣民雄鄉,1996,6,14
419,419,屏東縣,萬丹鄉,1996/6/14,0.0,屏東縣萬丹鄉,1996,6,14
420,420,花蓮縣,富里鄉,1996/6/15,5.6,花蓮縣富里鄉,1996,6,15
421,421,花蓮縣,玉里鎮,1996/6/15,4.1,花蓮縣玉里鎮,1996,6,15
422,422,桃園市,龍潭區,1996/6/18,1.0,桃園市龍潭區,1996,6,18
423,423,花蓮縣,玉里鎮,1996/6/22,9.5,花蓮縣玉里鎮,1996,6,22
424,424,花蓮縣,富里鄉,1996/6/22,7.9,花蓮縣富里鄉,1996,6,22
425,425,南投縣,名間鄉,1996/6/27,0.0,南投縣名間鄉,1996,6,27
426,426,屏東縣,萬丹鄉,1996/6/29,0.0,屏東縣萬丹鄉,1996,6,29
427,427,桃園市,龍潭區,1996/7/2,2.0,桃園市龍潭區,1996,7,2
428,428,桃園市,龍潭區,1996/7/16,5.0,桃園市龍潭區,1996,7,16
429,429,南投縣,名間鄉,1996/7/25,0.0,南投縣名間鄉,1996,7,25
430,430,南投縣,名間鄉,1996/8/14,0.0,南投縣名間鄉,1996,8,14
431,431,南投縣,名間鄉,1996/8/29,0.0,南投縣名間鄉,1996,8,29
432,432,桃園市,龍潭區,1996/8/31,0.0,桃園市龍潭區,1996,8,31
433,433,南投縣,名間鄉,1996/9/13,0.0,南投縣名間鄉,1996,9,13
434,434,桃園市,龍潭區,1996/9/17,2.0,桃園市龍潭區,1996,9,17
435,435,台東縣,池上鄉,1996/9/23,8.0,台東縣池上鄉,1996,9,23
436,436,台東縣,關山鎮,1996/9/23,3.0,台東縣關山鎮,1996,9,23
437,437,台東縣,鹿野鄉,1996/9/23,0.0,台東縣鹿野鄉,1996,9,23
438,438,桃園市,龍潭區,1996/10/1,1.0,桃園市龍潭區,1996,10,1
439,439,南投縣,名間鄉,1996/10/12,0.0,南投縣名間鄉,1996,10,12
440,440,桃園市,龍潭區,1996/10/15,10.0,桃園市龍潭區,1996,10,15
441,441,桃園市,龍潭區,1996/10/16,10.0,桃園市龍潭區,1996,10,16
442,442,台東縣,鹿野鄉,1996/10/26,0.0,台東縣鹿野鄉,1996,10,26
443,443,台東縣,關山鎮,1996/10/26,0.0,台東縣關山鎮,1996,10,26
444,444,台東縣,池上鄉,1996/10/26,0.0,台東縣池上鄉,1996,10,26
445,445,桃園市,龍潭區,1996/10/31,20.0,桃園市龍潭區,1996,10,31
446,446,南投縣,名間鄉,1996/10/31,0.0,南投縣名間鄉,1996,10,31
447,447,桃園市,龍潭區,1996/11/1,20.0,桃園市龍潭區,1996,11,1
448,448,南投縣,名間鄉,1996/11/20,0.0,南投縣名間鄉,1996,11,20
449,449,南投縣,名間鄉,1997/3/6,0.0,南投縣名間鄉,1997,3,6
450,450,台東縣,鹿野鄉,1997/3/14,0.0,台東縣鹿野鄉,1997,3,14
451,451,台東縣,關山鎮,1997/3/14,0.0,台東縣關山鎮,1997,3,14
452,452,台東縣,池上鄉,1997/3/14,0.0,台東縣池上鄉,1997,3,14
453,453,屏東縣,萬丹鄉,1997/3/14,0.0,屏東縣萬丹鄉,1997,3,14
454,454,桃園市,龍潭區,1997/3/17,0.0,桃園市龍潭區,1997,3,17
455,455,花蓮縣,玉里鎮,1997/3/20,0.05,花蓮縣玉里鎮,1997,3,20
456,456,花蓮縣,富里鄉,1997/3/20,0.01,花蓮縣富里鄉,1997,3,20
457,457,南投縣,名間鄉,1997/3/24,0.0,南投縣名間鄉,1997,3,24
458,458,台東縣,池上鄉,1997/3/31,2.0,台東縣池上鄉,1997,3,31
459,459,台東縣,鹿野鄉,1997/3/31,0.0,台東縣鹿野鄉,1997,3,31
460,460,台東縣,關山鎮,1997/3/31,0.0,台東縣關山鎮,1997,3,31
461,461,屏東縣,萬丹鄉,1997/4/7,5.0,屏東縣萬丹鄉,1997,4,7
462,462,南投縣,名間鄉,1997/4/8,0.0,南投縣名間鄉,1997,4,8
463,463,屏東縣,萬丹鄉,1997/4/11,5.0,屏東縣萬丹鄉,1997,4,11
464,464,桃園市,龍潭區,1997/4/15,0.0,桃園市龍潭區,1997,4,15
465,465,南投縣,名間鄉,1997/4/21,0.0,南投縣名間鄉,1997,4,21
466,466,台東縣,關山鎮,1997/4/25,1.0,台東縣關山鎮,1997,4,25
467,467,台東縣,池上鄉,1997/4/25,1.0,台東縣池上鄉,1997,4,25
468,468,台東縣,鹿野鄉,1997/4/25,0.0,台東縣鹿野鄉,1997,4,25
469,469,桃園市,龍潭區,1997/4/30,0.0,桃園市龍潭區,1997,4,30
470,470,屏東縣,萬丹鄉,2014/5/2,0.75,屏東縣萬丹鄉,2014,5,2
471,471,新竹縣,新埔鎮,2014/5/2,0.5,新竹縣新埔鎮,2014,5,2
472,472,桃園市,龍潭區,2014/5/2,0.25,桃園市龍潭區,2014,5,2
473,473,宜蘭縣,三星鄉,2014/5/2,0.1,宜蘭縣三星鄉,2014,5,2
474,474,彰化縣,田中鎮,2014/5/2,0.0,彰化縣田中鎮,2014,5,2
475,475,桃園市,楊梅區,2014/5/2,0.0,桃園市楊梅區,2014,5,2
476,476,花蓮縣,玉里鎮,2016/5/2,9.021739128,花蓮縣玉里鎮,2016,5,2
477,477,桃園市,龍潭區,1997/6/2,5.0,桃園市龍潭區,1997,6,2
478,478,台東縣,池上鄉,1997/6/3,1.0,台東縣池上鄉,1997,6,3
479,479,台東縣,鹿野鄉,1997/6/3,0.0,台東縣鹿野鄉,1997,6,3
480,480,台東縣,關山鎮,1997/6/3,0.0,台東縣關山鎮,1997,6,3
481,481,屏東縣,萬丹鄉,1997/6/13,5.0,屏東縣萬丹鄉,1997,6,13
482,482,南投縣,名間鄉,1997/6/13,0.01,南投縣名間鄉,1997,6,13
483,483,桃園市,龍潭區,1997/6/16,5.0,桃園市龍潭區,1997,6,16
484,484,屏東縣,萬丹鄉,1997/6/27,5.0,屏東縣萬丹鄉,1997,6,27
485,485,南投縣,名間鄉,1997/6/27,0.0,南投縣名間鄉,1997,6,27
486,486,桃園市,龍潭區,1997/7/1,5.0,桃園市龍潭區,1997,7,1
487,487,南投縣,名間鄉,1997/7/11,0.0,南投縣名間鄉,1997,7,11
488,488,屏東縣,萬丹鄉,1997/7/16,5.0,屏東縣萬丹鄉,1997,7,16
489,489,桃園市,龍潭區,1997/7/16,0.3,桃園市龍潭區,1997,7,16
490,490,南投縣,名間鄉,1997/7/23,0.0,南投縣名間鄉,1997,7,23
491,491,屏東縣,萬丹鄉,1997/7/29,5.0,屏東縣萬丹鄉,1997,7,29
492,492,南投縣,名間鄉,1997/8/13,0.0,南投縣名間鄉,1997,8,13
493,493,桃園市,龍潭區,1997/8/18,0.0,桃園市龍潭區,1997,8,18
494,494,南投縣,名間鄉,1997/8/27,0.0,南投縣名間鄉,1997,8,27
495,495,南投縣,名間鄉,1997/9/3,0.0,南投縣名間鄉,1997,9,3
496,496,南投縣,名間鄉,1997/9/25,0.0,南投縣名間鄉,1997,9,25
497,497,桃園市,龍潭區,1997/10/1,0.0,桃園市龍潭區,1997,10,1
498,498,南投縣,名間鄉,1997/10/14,0.0,南投縣名間鄉,1997,10,14
499,499,南投縣,名間鄉,1997/10/29,0.0,南投縣名間鄉,1997,10,29
500,500,桃園市,龍潭區,1997/10/31,0.0,桃園市龍潭區,1997,10,31
501,501,南投縣,名間鄉,1997/11/11,0.0,南投縣名間鄉,1997,11,11
502,502,桃園市,龍潭區,1997/11/17,0.0,桃園市龍潭區,1997,11,17
503,503,南投縣,名間鄉,1997/11/25,0.0,南投縣名間鄉,1997,11,25
504,504,桃園市,龍潭區,1997/12/1,0.0,桃園市龍潭區,1997,12,1
505,505,南投縣,名間鄉,1998/3/11,0.0,南投縣名間鄉,1998,3,11
506,506,屏東縣,萬丹鄉,1998/3/24,2.0,屏東縣萬丹鄉,1998,3,24
507,507,南投縣,名間鄉,1998/3/26,1.0,南投縣名間鄉,1998,3,26
508,508,桃園市,龍潭區,1998/4/1,0.0,桃園市龍潭區,1998,4,1
509,509,南投縣,名間鄉,1998/4/9,2.0,南投縣名間鄉,1998,4,9
510,510,桃園市,龍潭區,1998/4/16,0.0,桃園市龍潭區,1998,4,16
511,511,苗栗縣,銅鑼鄉,1998/4/19,0.2,苗栗縣銅鑼鄉,1998,4,19
512,512,南投縣,名間鄉,1998/4/28,5.0,南投縣名間鄉,1998,4,28
513,513,屏東縣,萬丹鄉,1998/4/30,5.0,屏東縣萬丹鄉,1998,4,30
514,514,花蓮縣,富里鄉,2016/5/2,4.999999995,花蓮縣富里鄉,2016,5,2
515,515,彰化縣,田中鎮,2017/5/2,1.8,彰化縣田中鎮,2017,5,2
516,516,彰化縣,溪洲鄉,2017/5/2,1.12,彰化縣溪洲鄉,2017,5,2
517,517,桃園市,龍潭區,1998/6/1,0.9,桃園市龍潭區,1998,6,1
518,518,南投縣,名間鄉,1998/6/9,0.0,南投縣名間鄉,1998,6,9
519,519,南投縣,名間鄉,1998/6/19,0.0,南投縣名間鄉,1998,6,19
520,520,桃園市,龍潭區,1998/6/24,0.3,桃園市龍潭區,1998,6,24
521,521,南投縣,名間鄉,1998/7/2,0.0,南投縣名間鄉,1998,7,2
522,522,南投縣,名間鄉,1998/7/24,0.0,南投縣名間鄉,1998,7,24
523,523,南投縣,名間鄉,1998/8/13,0.0,南投縣名間鄉,1998,8,13
524,524,桃園市,龍潭區,1998/8/16,0.0,桃園市龍潭區,1998,8,16
525,525,南投縣,名間鄉,1998/8/28,0.0,南投縣名間鄉,1998,8,28
526,526,桃園市,龍潭區,1998/8/31,0.0,桃園市龍潭區,1998,8,31
527,527,南投縣,名間鄉,1998/9/9,0.0,南投縣名間鄉,1998,9,9
528,528,桃園市,龍潭區,1998/9/15,0.0,桃園市龍潭區,1998,9,15
529,529,南投縣,名間鄉,1998/9/29,0.0,南投縣名間鄉,1998,9,29
530,530,桃園市,龍潭區,1998/9/30,0.0,桃園市龍潭區,1998,9,30
531,531,桃園市,龍潭區,1998/10/5,0.0,桃園市龍潭區,1998,10,5
532,532,南投縣,名間鄉,1998/10/6,0.0,南投縣名間鄉,1998,10,6
533,533,桃園市,龍潭區,1998/10/15,0.0,桃園市龍潭區,1998,10,15
534,534,南投縣,名間鄉,1998/10/26,0.0,南投縣名間鄉,1998,10,26
535,535,桃園市,龍潭區,1998/10/30,0.0,桃園市龍潭區,1998,10,30
536,536,南投縣,名間鄉,1998/11/12,0.0,南投縣名間鄉,1998,11,12
537,537,桃園市,龍潭區,1998/11/16,0.0,桃園市龍潭區,1998,11,16
538,538,南投縣,名間鄉,1998/11/25,0.0,南投縣名間鄉,1998,11,25
539,539,桃園市,龍潭區,1998/12/1,0.0,桃園市龍潭區,1998,12,1
540,540,南投縣,名間鄉,1999/3/10,0.0,南投縣名間鄉,1999,3,10
541,541,南投縣,名間鄉,1999/3/25,3.0,南投縣名間鄉,1999,3,25
542,542,嘉義縣,民雄鄉,1999/4/1,5.0,嘉義縣民雄鄉,1999,4,1
543,543,桃園市,龍潭區,1999/4/1,0.0,桃園市龍潭區,1999,4,1
544,544,台東縣,池上鄉,1999/4/2,5.0,台東縣池上鄉,1999,4,2
545,545,台東縣,關山鎮,1999/4/2,1.0,台東縣關山鎮,1999,4,2
546,546,台東縣,鹿野鄉,1999/4/2,0.5,台東縣鹿野鄉,1999,4,2
547,547,南投縣,名間鄉,1999/4/9,3.0,南投縣名間鄉,1999,4,9
548,548,嘉義縣,民雄鄉,1999/4/15,15.06,嘉義縣民雄鄉,1999,4,15
549,549,桃園市,龍潭區,1999/4/16,0.0,桃園市龍潭區,1999,4,16
550,550,屏東縣,萬丹鄉,1999/4/22,1.0,屏東縣萬丹鄉,1999,4,22
551,551,台東縣,池上鄉,1999/4/22,1.0,台東縣池上鄉,1999,4,22
552,552,台東縣,鹿野鄉,1999/4/22,1.0,台東縣鹿野鄉,1999,4,22
553,553,台東縣,關山鎮,1999/4/22,1.0,台東縣關山鎮,1999,4,22
554,554,花蓮縣,玉里鎮,1999/4/29,10.0,花蓮縣玉里鎮,1999,4,29
555,555,花蓮縣,富里鄉,1999/4/29,8.0,花蓮縣富里鄉,1999,4,29
556,556,南投縣,名間鄉,1999/4/29,3.0,南投縣名間鄉,1999,4,29
557,557,彰化縣,二水鄉,2017/5/2,0.75,彰化縣二水鄉,2017,5,2
558,558,桃園市,龍潭區,1991/5/3,0.5,桃園市龍潭區,1991,5,3
559,559,嘉義縣,民雄鄉,1999/5/3,23.5,嘉義縣民雄鄉,1999,5,3
560,560,桃園市,龍潭區,2002/5/3,0.5,桃園市龍潭區,2002,5,3
561,561,高雄市,美濃區,2008/5/3,10.14705881,高雄市美濃區,2008,5,3
562,562,嘉義縣,民雄鄉,2010/5/3,23.5,嘉義縣民雄鄉,2010,5,3
563,563,嘉義縣,新港鄉,2010/5/3,18.33333333,嘉義縣新港鄉,2010,5,3
564,564,嘉義縣,大林鎮,2010/5/3,12.11666667,嘉義縣大林鎮,2010,5,3
565,565,嘉義縣,溪口鄉,2010/5/3,11.83333333,嘉義縣溪口鄉,2010,5,3
566,566,嘉義市,西區,2010/5/3,2.0,嘉義市西區,2010,5,3
567,567,嘉義縣,太保市,2010/5/3,1.466666667,嘉義縣太保市,2010,5,3
568,568,臺南市,後壁區,2011/5/3,18.1875,臺南市後壁區,2011,5,3
569,569,臺南市,六甲區,2011/5/3,13.06666667,臺南市六甲區,2011,5,3
570,570,臺南市,西港區,2011/5/3,11.55963303,臺南市西港區,2011,5,3
571,571,臺南市,東山區,2011/5/3,10.325581399999999,臺南市東山區,2011,5,3
572,572,臺南市,柳營區,2011/5/3,7.842105263,臺南市柳營區,2011,5,3
573,573,臺南市,官田區,2011/5/3,7.375,臺南市官田區,2011,5,3
574,574,臺南市,白河區,2011/5/3,7.325,臺南市白河區,2011,5,3
575,575,南投縣,南投市,2011/5/3,5.666666662999999,南投縣南投市,2011,5,3
576,576,南投縣,名間鄉,2011/5/3,5.0,南投縣名間鄉,2011,5,3
577,577,彰化縣,社頭鄉,2011/5/3,3.0,彰化縣社頭鄉,2011,5,3
578,578,花蓮縣,富里鄉,2011/5/3,0.45,花蓮縣富里鄉,2011,5,3
579,579,彰化縣,二林鎮,2011/5/3,0.0,彰化縣二林鎮,2011,5,3
580,580,桃園市,龍潭區,1999/6/1,8.7,桃園市龍潭區,1999,6,1
581,581,台東縣,關山鎮,1999/6/3,9.0,台東縣關山鎮,1999,6,3
582,582,台東縣,池上鄉,1999/6/3,5.0,台東縣池上鄉,1999,6,3
583,583,台東縣,鹿野鄉,1999/6/3,1.0,台東縣鹿野鄉,1999,6,3
584,584,苗栗縣,銅鑼鄉,1999/6/4,5.0,苗栗縣銅鑼鄉,1999,6,4
585,585,南投縣,名間鄉,1999/6/8,2.0,南投縣名間鄉,1999,6,8
586,586,桃園市,龍潭區,1999/6/16,7.1,桃園市龍潭區,1999,6,16
587,587,南投縣,名間鄉,1999/6/30,2.0,南投縣名間鄉,1999,6,30
588,588,桃園市,龍潭區,1999/7/1,4.1,桃園市龍潭區,1999,7,1
589,589,南投縣,名間鄉,1999/7/6,0.0,南投縣名間鄉,1999,7,6
590,590,桃園市,龍潭區,1999/7/16,3.0,桃園市龍潭區,1999,7,16
591,591,南投縣,名間鄉,1999/7/28,0.0,南投縣名間鄉,1999,7,28
592,592,桃園市,龍潭區,1999/7/30,3.0,桃園市龍潭區,1999,7,30
593,593,南投縣,名間鄉,1999/8/10,0.0,南投縣名間鄉,1999,8,10
594,594,南投縣,名間鄉,1999/8/24,0.0,南投縣名間鄉,1999,8,24
595,595,南投縣,名間鄉,1999/9/9,0.0,南投縣名間鄉,1999,9,9
596,596,南投縣,名間鄉,1999/9/23,0.0,南投縣名間鄉,1999,9,23
597,597,南投縣,名間鄉,1999/10/7,0.0,南投縣名間鄉,1999,10,7
598,598,桃園市,龍潭區,1999/10/15,0.1,桃園市龍潭區,1999,10,15
599,599,南投縣,名間鄉,1999/10/26,0.0,南投縣名間鄉,1999,10,26
600,600,南投縣,名間鄉,1999/11/3,0.0,南投縣名間鄉,1999,11,3
601,601,桃園市,龍潭區,1999/11/16,0.0,桃園市龍潭區,1999,11,16
602,602,南投縣,名間鄉,1999/11/19,0.0,南投縣名間鄉,1999,11,19
603,603,桃園市,龍潭區,1999/11/29,0.0,桃園市龍潭區,1999,11,29
604,604,臺南市,六甲區,2008/3/31,0.0,臺南市六甲區,2008,3,31
605,605,彰化縣,秀水鄉,2011/5/3,0.0,彰化縣秀水鄉,2011,5,3
606,606,彰化縣,褔興鄉,2011/5/3,0.0,彰化縣褔興鄉,2011,5,3
607,607,嘉義縣,民雄鄉,2001/7/24,0.0,嘉義縣民雄鄉,2001,7,24
608,608,桃園市,龍潭區,2002/10/1,0.0,桃園市龍潭區,2002,10,1
609,609,桃園市,龍潭區,2002/10/16,0.0,桃園市龍潭區,2002,10,16
610,610,嘉義縣,民雄鄉,2002/10/30,0.0,嘉義縣民雄鄉,2002,10,30
611,611,桃園市,龍潭區,2002/11/19,0.0,桃園市龍潭區,2002,11,19
612,612,桃園市,龍潭區,2002/11/4,0.0,桃園市龍潭區,2002,11,4
613,613,桃園市,龍潭區,2002/12/1,0.0,桃園市龍潭區,2002,12,1
614,614,桃園市,龍潭區,2002/12/20,0.0,桃園市龍潭區,2002,12,20
