,entry,country,area,date,number,position,year,month,day
4907,4907,桃園市,桃園區,2014/6/17,0.0,桃園市桃園區,2014,6,17
4908,4908,桃園市,新屋區,2014/6/17,0.0,桃園市新屋區,2014,6,17
4909,4909,桃園市,蘆竹區,2014/6/17,0.0,桃園市蘆竹區,2014,6,17
4910,4910,桃園市,觀音區,2014/6/17,0.0,桃園市觀音區,2014,6,17
4911,4911,雲林縣,水林鄉,2014/6/18,3.3428571430000003,雲林縣水林鄉,2014,6,18
4912,4912,臺中市,后里區,2014/6/18,3.214285713,臺中市后里區,2014,6,18
4913,4913,臺中市,外埔區,2014/6/18,2.99382716,臺中市外埔區,2014,6,18
4914,4914,臺中市,大甲區,2014/6/18,2.857142857,臺中市大甲區,2014,6,18
4915,4915,臺中市,大安區,2014/6/18,2.6623376619999997,臺中市大安區,2014,6,18
4916,4916,苗栗縣,公館鄉,2014/6/19,35.49999998,苗栗縣公館鄉,2014,6,19
4917,4917,苗栗縣,銅鑼鄉,2014/6/19,12.74999999,苗栗縣銅鑼鄉,2014,6,19
4918,4918,嘉義縣,新港鄉,2014/6/19,11.91489362,嘉義縣新港鄉,2014,6,19
4919,4919,苗栗縣,南庄鄉,2014/6/19,11.5625,苗栗縣南庄鄉,2014,6,19
4920,4920,雲林縣,林內鄉,2014/6/19,9.999999992000001,雲林縣林內鄉,2014,6,19
4921,4921,雲林縣,西螺鎮,2014/6/19,8.076923077,雲林縣西螺鎮,2014,6,19
4922,4922,雲林縣,二崙鄉,2014/6/19,7.96875,雲林縣二崙鄉,2014,6,19
4923,4923,新竹縣,芎林鄉,2014/6/19,7.282608695,新竹縣芎林鄉,2014,6,19
4924,4924,嘉義縣,鹿草鄉,2014/6/19,5.75,嘉義縣鹿草鄉,2014,6,19
4925,4925,新竹縣,竹北市,2014/6/19,4.999999998,新竹縣竹北市,2014,6,19
4926,4926,新竹縣,新豐鄉,2014/6/19,4.166666666,新竹縣新豐鄉,2014,6,19
4927,4927,雲林縣,莿桐鄉,2014/6/19,3.7735849060000004,雲林縣莿桐鄉,2014,6,19
4928,4928,雲林縣,虎尾鎮,2014/6/19,3.333333333,雲林縣虎尾鎮,2014,6,19
4929,4929,南投縣,草屯鎮,2014/6/19,3.0999999989999996,南投縣草屯鎮,2014,6,19
4930,4930,花蓮縣,玉里鎮,2014/6/19,2.98076923,花蓮縣玉里鎮,2014,6,19
4931,4931,南投縣,南投市,2014/6/19,2.7272727260000003,南投縣南投市,2014,6,19
4932,4932,桃園市,新屋區,2014/6/19,2.0,桃園市新屋區,2014,6,19
4933,4933,彰化縣,田中鎮,2014/6/19,0.75,彰化縣田中鎮,2014,6,19
4934,4934,花蓮縣,富里鄉,2014/6/19,0.75,花蓮縣富里鄉,2014,6,19
4935,4935,臺東縣,鹿野鄉,2014/6/19,0.5,臺東縣鹿野鄉,2014,6,19
4936,4936,臺東縣,關山鎮,2014/6/19,0.25,臺東縣關山鎮,2014,6,19
4937,4937,桃園市,龍潭區,2014/6/19,0.0,桃園市龍潭區,2014,6,19
4938,4938,雲林縣,斗南鎮,2014/6/20,9.714285712,雲林縣斗南鎮,2014,6,20
4939,4939,南投縣,名間鄉,2014/6/20,3.888888887,南投縣名間鄉,2014,6,20
4940,4940,嘉義縣,六腳鄉,2014/6/23,5.0,嘉義縣六腳鄉,2014,6,23
4941,4941,彰化縣,溪湖鎮,2014/6/23,2.0,彰化縣溪湖鎮,2014,6,23
4942,4942,雲林縣,大埤鄉,2014/6/24,15.76923077,雲林縣大埤鄉,2014,6,24
4943,4943,雲林縣,西螺鎮,2014/6/24,4.285714285,雲林縣西螺鎮,2014,6,24
4944,4944,雲林縣,虎尾鎮,2014/6/24,2.285714286,雲林縣虎尾鎮,2014,6,24
4945,4945,雲林縣,土庫鎮,2014/6/24,1.388888889,雲林縣土庫鎮,2014,6,24
4946,4946,彰化縣,田中鎮,2014/6/24,0.0,彰化縣田中鎮,2014,6,24
4947,4947,雲林縣,元長鄉,2014/6/24,0.0,雲林縣元長鄉,2014,6,24
4948,4948,宜蘭縣,冬山鄉,2014/6/25,25.09999999,宜蘭縣冬山鄉,2014,6,25
4949,4949,雲林縣,莿桐鄉,2014/6/25,19.99999995,雲林縣莿桐鄉,2014,6,25
4950,4950,宜蘭縣,礁溪鄉,2014/6/25,19.6,宜蘭縣礁溪鄉,2014,6,25
4951,4951,彰化縣,溪洲鄉,2014/6/25,7.162162161,彰化縣溪洲鄉,2014,6,25
4952,4952,彰化縣,二水鄉,2014/6/25,6.804123711,彰化縣二水鄉,2014,6,25
4953,4953,彰化縣,田中鎮,2014/6/25,0.0,彰化縣田中鎮,2014,6,25
4954,4954,雲林縣,斗六市,2014/6/26,17.99999999,雲林縣斗六市,2014,6,26
4955,4955,雲林縣,斗南鎮,2014/6/26,9.999999987999999,雲林縣斗南鎮,2014,6,26
4956,4956,桃園市,新屋區,2014/6/26,4.999999999,桃園市新屋區,2014,6,26
4957,4957,臺中市,外埔區,2014/6/26,3.4375,臺中市外埔區,2014,6,26
4958,4958,臺中市,后里區,2014/6/26,3.392857142,臺中市后里區,2014,6,26
4959,4959,南投縣,南投市,2014/6/26,2.999999999,南投縣南投市,2014,6,26
4960,4960,臺中市,大甲區,2014/6/26,2.857142857,臺中市大甲區,2014,6,26
4961,4961,南投縣,草屯鎮,2014/6/26,2.666666666,南投縣草屯鎮,2014,6,26
4962,4962,臺中市,大安區,2014/6/26,2.6623376619999997,臺中市大安區,2014,6,26
4963,4963,花蓮縣,玉里鎮,2014/6/26,1.5015974440000002,花蓮縣玉里鎮,2014,6,26
4964,4964,花蓮縣,富里鄉,2014/6/26,0.0,花蓮縣富里鄉,2014,6,26
4965,4965,桃園市,桃園區,2014/6/26,0.0,桃園市桃園區,2014,6,26
4966,4966,桃園市,蘆竹區,2014/6/26,0.0,桃園市蘆竹區,2014,6,26
4967,4967,桃園市,觀音區,2014/6/26,0.0,桃園市觀音區,2014,6,26
4968,4968,宜蘭縣,三星鄉,2014/6/27,12.9,宜蘭縣三星鄉,2014,6,27
4969,4969,南投縣,名間鄉,2014/6/27,4.090909087,南投縣名間鄉,2014,6,27
4970,4970,臺中市,烏日區,2014/6/3,19.14634146,臺中市烏日區,2014,6,3
4971,4971,雲林縣,大埤鄉,2014/6/3,7.2289156629999995,雲林縣大埤鄉,2014,6,3
4972,4972,臺南市,後壁區,2014/6/3,4.156626506,臺南市後壁區,2014,6,3
4973,4973,臺南市,白河區,2014/6/3,3.486842105,臺南市白河區,2014,6,3
4974,4974,臺中市,霧峰區,2014/6/3,2.848101265,臺中市霧峰區,2014,6,3
4975,4975,臺中市,大肚區,2014/6/3,2.52688172,臺中市大肚區,2014,6,3
4976,4976,嘉義縣,民雄鄉,2014/6/3,1.9718309859999998,嘉義縣民雄鄉,2014,6,3
4977,4977,臺中市,龍井區,2014/6/3,0.869565217,臺中市龍井區,2014,6,3
4978,4978,臺東縣,池上鄉,2014/6/3,0.28301886800000003,臺東縣池上鄉,2014,6,3
4979,4979,臺東縣,鹿野鄉,2014/6/3,0.28301886800000003,臺東縣鹿野鄉,2014,6,3
4980,4980,臺東縣,臺東市,2014/6/3,0.28301886800000003,臺東縣臺東市,2014,6,3
4981,4981,彰化縣,田中鎮,2014/6/3,0.25,彰化縣田中鎮,2014,6,3
4982,4982,臺東縣,關山鎮,2014/6/3,0.12195122,臺東縣關山鎮,2014,6,3
4983,4983,臺中市,梧棲區,2014/6/3,0.0,臺中市梧棲區,2014,6,3
4984,4984,彰化縣,二水鄉,2014/6/4,4.25,彰化縣二水鄉,2014,6,4
4985,4985,彰化縣,溪洲鄉,2014/6/4,4.25,彰化縣溪洲鄉,2014,6,4
4986,4986,雲林縣,斗南鎮,2014/6/4,2.857142857,雲林縣斗南鎮,2014,6,4
4987,4987,花蓮縣,壽豐鄉,2014/6/4,1.5,花蓮縣壽豐鄉,2014,6,4
4988,4988,花蓮縣,鳳林鎮,2014/6/4,1.0,花蓮縣鳳林鎮,2014,6,4
4989,4989,花蓮縣,瑞穗鄉,2014/6/4,0.0,花蓮縣瑞穗鄉,2014,6,4
4990,4990,嘉義縣,新港鄉,2014/6/5,11.8359375,嘉義縣新港鄉,2014,6,5
4991,4991,宜蘭縣,冬山鄉,2014/6/5,8.999999998,宜蘭縣冬山鄉,2014,6,5
4992,4992,臺南市,柳營區,2014/6/5,6.918604651,臺南市柳營區,2014,6,5
4993,4993,雲林縣,莿桐鄉,2014/6/5,6.827956989,雲林縣莿桐鄉,2014,6,5
4994,4994,臺南市,東山區,2014/6/5,5.984848485,臺南市東山區,2014,6,5
4995,4995,宜蘭縣,礁溪鄉,2014/6/5,3.499999999,宜蘭縣礁溪鄉,2014,6,5
4996,4996,臺南市,下營區,2014/6/5,3.333333333,臺南市下營區,2014,6,5
4997,4997,南投縣,草屯鎮,2014/6/5,3.05,南投縣草屯鎮,2014,6,5
4998,4998,臺南市,六甲區,2014/6/5,3.026315789,臺南市六甲區,2014,6,5
4999,4999,臺南市,西港區,2014/6/5,2.307692308,臺南市西港區,2014,6,5
5000,5000,臺東縣,關山鎮,2014/6/5,1.0,臺東縣關山鎮,2014,6,5
5001,5001,彰化縣,田中鎮,2014/6/5,0.75,彰化縣田中鎮,2014,6,5
5002,5002,花蓮縣,富里鄉,2014/6/5,0.75,花蓮縣富里鄉,2014,6,5
5003,5003,臺東縣,鹿野鄉,2014/6/5,0.5,臺東縣鹿野鄉,2014,6,5
5004,5004,花蓮縣,玉里鎮,2014/6/5,0.5,花蓮縣玉里鎮,2014,6,5
5005,5005,宜蘭縣,三星鄉,2014/6/5,0.3,宜蘭縣三星鄉,2014,6,5
5006,5006,桃園市,平鎮區,2014/6/5,0.0,桃園市平鎮區,2014,6,5
5007,5007,桃園市,桃園區,2014/6/5,0.0,桃園市桃園區,2014,6,5
5008,5008,桃園市,新屋區,2014/6/5,0.0,桃園市新屋區,2014,6,5
5009,5009,桃園市,蘆竹區,2014/6/5,0.0,桃園市蘆竹區,2014,6,5
5010,5010,桃園市,觀音區,2014/6/5,0.0,桃園市觀音區,2014,6,5
5011,5011,南投縣,名間鄉,2014/6/6,5.555555555,南投縣名間鄉,2014,6,6
5012,5012,南投縣,南投市,2014/6/6,1.9166666669999999,南投縣南投市,2014,6,6
5013,5013,雲林縣,林內鄉,2014/6/6,1.184210526,雲林縣林內鄉,2014,6,6
5014,5014,花蓮縣,玉里鎮,2014/6/6,0.5,花蓮縣玉里鎮,2014,6,6
5015,5015,嘉義縣,朴子市,2014/6/9,2.5,嘉義縣朴子市,2014,6,9
5016,5016,苗栗縣,公館鄉,2014/6/9,2.142857142,苗栗縣公館鄉,2014,6,9
5017,5017,苗栗縣,銅鑼鄉,2014/6/9,1.315789473,苗栗縣銅鑼鄉,2014,6,9
5018,5018,彰化縣,田中鎮,2014/7/1,0.0,彰化縣田中鎮,2014,7,1
5019,5019,彰化縣,二水鄉,2014/7/1,0.0,彰化縣二水鄉,2014,7,1
5020,5020,彰化縣,溪洲鄉,2014/7/1,0.0,彰化縣溪洲鄉,2014,7,1
5021,5021,臺中市,后里區,2014/7/3,3.333333328,臺中市后里區,2014,7,3
5022,5022,臺中市,大安區,2014/7/3,2.499999994,臺中市大安區,2014,7,3
5023,5023,臺中市,大甲區,2014/7/3,2.4999999880000003,臺中市大甲區,2014,7,3
5024,5024,彰化縣,田中鎮,2014/7/3,0.0,彰化縣田中鎮,2014,7,3
5025,5025,彰化縣,田中鎮,2014/7/9,0.0,彰化縣田中鎮,2014,7,9
5026,5026,臺東縣,鹿野鄉,2014/9/4,2.749999999,臺東縣鹿野鄉,2014,9,4
5027,5027,臺東縣,關山鎮,2014/9/4,1.7499999990000001,臺東縣關山鎮,2014,9,4
5028,5028,臺東縣,鹿野鄉,2015/10/12,0.192307692,臺東縣鹿野鄉,2015,10,12
5029,5029,臺東縣,池上鄉,2015/10/12,0.0,臺東縣池上鄉,2015,10,12
5030,5030,臺東縣,臺東市,2015/10/12,0.0,臺東縣臺東市,2015,10,12
5031,5031,臺東縣,關山鎮,2015/10/12,0.0,臺東縣關山鎮,2015,10,12
5032,5032,臺東縣,東河鄉,2015/10/15,0.454545455,臺東縣東河鄉,2015,10,15
5033,5033,臺東縣,鹿野鄉,2015/10/20,0.212765957,臺東縣鹿野鄉,2015,10,20
5034,5034,臺東縣,池上鄉,2015/10/20,0.0,臺東縣池上鄉,2015,10,20
5035,5035,臺東縣,臺東市,2015/10/20,0.0,臺東縣臺東市,2015,10,20
5036,5036,臺東縣,關山鎮,2015/10/20,0.0,臺東縣關山鎮,2015,10,20
5037,5037,臺東縣,東河鄉,2015/10/22,0.0,臺東縣東河鄉,2015,10,22
5038,5038,臺東縣,池上鄉,2015/10/27,0.0,臺東縣池上鄉,2015,10,27
5039,5039,臺東縣,東河鄉,2015/10/27,0.0,臺東縣東河鄉,2015,10,27
5040,5040,臺東縣,鹿野鄉,2015/10/27,0.0,臺東縣鹿野鄉,2015,10,27
5041,5041,臺東縣,臺東市,2015/10/27,0.0,臺東縣臺東市,2015,10,27
5042,5042,臺東縣,關山鎮,2015/10/27,0.0,臺東縣關山鎮,2015,10,27
5043,5043,屏東縣,崁頂鄉,2015/2/19,0.0,屏東縣崁頂鄉,2015,2,19
5044,5044,屏東縣,萬丹鄉,2015/2/19,0.0,屏東縣萬丹鄉,2015,2,19
5045,5045,屏東縣,崁頂鄉,2015/2/26,0.0,屏東縣崁頂鄉,2015,2,26
5046,5046,屏東縣,萬丹鄉,2015/3/11,0.0,屏東縣萬丹鄉,2015,3,11
5047,5047,屏東縣,崁頂鄉,2015/3/12,1.470588235,屏東縣崁頂鄉,2015,3,12
5048,5048,高雄市,林園區,2015/3/17,10.99999996,高雄市林園區,2015,3,17
5049,5049,高雄市,大寮區,2015/3/17,0.0,高雄市大寮區,2015,3,17
5050,5050,屏東縣,萬丹鄉,2015/3/18,7.966101694,屏東縣萬丹鄉,2015,3,18
5051,5051,南投縣,名間鄉,2015/3/18,0.0,南投縣名間鄉,2015,3,18
5052,5052,南投縣,南投市,2015/3/18,0.0,南投縣南投市,2015,3,18
5053,5053,屏東縣,崁頂鄉,2015/3/19,8.968253967,屏東縣崁頂鄉,2015,3,19
5054,5054,新竹縣,新埔鎮,2015/3/19,0.5,新竹縣新埔鎮,2015,3,19
5055,5055,南投縣,南投市,2015/3/19,0.0,南投縣南投市,2015,3,19
5056,5056,南投縣,草屯鎮,2015/3/19,0.0,南投縣草屯鎮,2015,3,19
5057,5057,桃園市,楊梅區,2015/3/19,0.0,桃園市楊梅區,2015,3,19
5058,5058,新竹縣,竹北市,2015/3/20,0.0,新竹縣竹北市,2015,3,20
5059,5059,新竹縣,芎林鄉,2015/3/20,0.0,新竹縣芎林鄉,2015,3,20
5060,5060,南投縣,名間鄉,2015/3/23,0.0,南投縣名間鄉,2015,3,23
5061,5061,南投縣,南投市,2015/3/23,0.0,南投縣南投市,2015,3,23
5062,5062,臺南市,六甲區,2015/3/24,0.870098039,臺南市六甲區,2015,3,24
5063,5063,臺南市,後壁區,2015/3/24,0.30612244899999996,臺南市後壁區,2015,3,24
5064,5064,臺南市,柳營區,2015/3/24,0.22368421100000002,臺南市柳營區,2015,3,24
5065,5065,臺東縣,鹿野鄉,2015/3/24,0.0,臺東縣鹿野鄉,2015,3,24
5066,5066,臺東縣,臺東市,2015/3/24,0.0,臺東縣臺東市,2015,3,24
5067,5067,臺東縣,關山鎮,2015/3/24,0.0,臺東縣關山鎮,2015,3,24
5068,5068,高雄市,美濃區,2015/3/25,12.83333331,高雄市美濃區,2015,3,25
5069,5069,雲林縣,斗南鎮,2015/3/26,0.5,雲林縣斗南鎮,2015,3,26
5070,5070,雲林縣,大埤鄉,2015/3/26,0.21008403399999998,雲林縣大埤鄉,2015,3,26
5071,5071,南投縣,南投市,2015/3/26,0.0,南投縣南投市,2015,3,26
5072,5072,雲林縣,莿桐鄉,2015/3/26,0.0,雲林縣莿桐鄉,2015,3,26
5073,5073,高雄市,林園區,2015/3/27,8.874999988999999,高雄市林園區,2015,3,27
5074,5074,花蓮縣,富里鄉,2015/3/27,3.333333332,花蓮縣富里鄉,2015,3,27
5075,5075,高雄市,大寮區,2015/3/27,0.3125,高雄市大寮區,2015,3,27
5076,5076,臺南市,西港區,2015/3/30,0.2,臺南市西港區,2015,3,30
5077,5077,嘉義縣,水上鄉,2015/3/30,0.193452381,嘉義縣水上鄉,2015,3,30
5078,5078,南投縣,名間鄉,2015/3/30,0.0,南投縣名間鄉,2015,3,30
5079,5079,南投縣,南投市,2015/3/30,0.0,南投縣南投市,2015,3,30
5080,5080,新竹縣,新埔鎮,2015/3/31,2.5,新竹縣新埔鎮,2015,3,31
5081,5081,臺南市,柳營區,2015/3/31,2.047817048,臺南市柳營區,2015,3,31
5082,5082,臺南市,東山區,2015/3/31,1.0,臺南市東山區,2015,3,31
5083,5083,臺南市,新營區,2015/3/31,0.23809523800000001,臺南市新營區,2015,3,31
5084,5084,臺南市,下營區,2015/3/31,0.14285714300000002,臺南市下營區,2015,3,31
5085,5085,新竹縣,竹北市,2015/3/31,0.0,新竹縣竹北市,2015,3,31
5086,5086,新竹縣,芎林鄉,2015/3/31,0.0,新竹縣芎林鄉,2015,3,31
5087,5087,臺東縣,池上鄉,2015/3/31,0.0,臺東縣池上鄉,2015,3,31
5088,5088,臺東縣,鹿野鄉,2015/3/31,0.0,臺東縣鹿野鄉,2015,3,31
5089,5089,臺東縣,臺東市,2015/3/31,0.0,臺東縣臺東市,2015,3,31
5090,5090,臺東縣,關山鎮,2015/3/31,0.0,臺東縣關山鎮,2015,3,31
5091,5091,桃園市,楊梅區,2015/3/31,0.0,桃園市楊梅區,2015,3,31
5092,5092,屏東縣,萬丹鄉,2015/3/4,0.10887096800000001,屏東縣萬丹鄉,2015,3,4
5093,5093,高雄市,美濃區,2015/3/9,0.0,高雄市美濃區,2015,3,9
5094,5094,高雄市,大寮區,2015/4/1,9.166666662,高雄市大寮區,2015,4,1
5095,5095,高雄市,林園區,2015/4/1,9.166666662,高雄市林園區,2015,4,1
5096,5096,屏東縣,萬丹鄉,2015/4/1,7.499999999,屏東縣萬丹鄉,2015,4,1
5097,5097,屏東縣,崁頂鄉,2015/4/1,4.515151515,屏東縣崁頂鄉,2015,4,1
5098,5098,嘉義縣,太保市,2015/4/1,0.58,嘉義縣太保市,2015,4,1
5099,5099,嘉義縣,水上鄉,2015/4/1,0.25,嘉義縣水上鄉,2015,4,1
5100,5100,雲林縣,斗南鎮,2015/4/10,5.093023256,雲林縣斗南鎮,2015,4,10
5101,5101,新竹縣,新埔鎮,2015/4/10,3.1,新竹縣新埔鎮,2015,4,10
5102,5102,臺南市,六甲區,2015/4/10,2.464646465,臺南市六甲區,2015,4,10
5103,5103,雲林縣,莿桐鄉,2015/4/10,2.027777778,雲林縣莿桐鄉,2015,4,10
5104,5104,嘉義縣,大林鎮,2015/4/10,0.923076923,嘉義縣大林鎮,2015,4,10
5105,5105,臺南市,東山區,2015/4/10,0.73255814,臺南市東山區,2015,4,10
5106,5106,雲林縣,大埤鄉,2015/4/10,0.7,雲林縣大埤鄉,2015,4,10
5107,5107,新竹縣,竹北市,2015/4/10,0.5,新竹縣竹北市,2015,4,10
5108,5108,桃園市,楊梅區,2015/4/10,0.5,桃園市楊梅區,2015,4,10
5109,5109,雲林縣,斗六市,2015/4/10,0.13888888900000002,雲林縣斗六市,2015,4,10
5110,5110,新竹縣,芎林鄉,2015/4/10,0.0,新竹縣芎林鄉,2015,4,10
5111,5111,高雄市,大寮區,2015/4/10,0.0,高雄市大寮區,2015,4,10
5112,5112,高雄市,美濃區,2015/4/13,21.8333333,高雄市美濃區,2015,4,13
5113,5113,南投縣,名間鄉,2015/4/13,1.4,南投縣名間鄉,2015,4,13
5114,5114,南投縣,南投市,2015/4/13,0.525,南投縣南投市,2015,4,13
5115,5115,臺南市,柳營區,2015/4/14,6.05,臺南市柳營區,2015,4,14
5116,5116,臺南市,東山區,2015/4/14,4.515151515,臺南市東山區,2015,4,14
5117,5117,臺南市,六甲區,2015/4/14,3.911616162,臺南市六甲區,2015,4,14
5118,5118,臺南市,後壁區,2015/4/14,2.810185185,臺南市後壁區,2015,4,14
5119,5119,臺南市,下營區,2015/4/14,2.03125,臺南市下營區,2015,4,14
5120,5120,臺南市,新營區,2015/4/14,0.172413793,臺南市新營區,2015,4,14
5121,5121,臺南市,西港區,2015/4/14,0.0,臺南市西港區,2015,4,14
5122,5122,彰化縣,二水鄉,2015/4/15,1.2,彰化縣二水鄉,2015,4,15
5123,5123,彰化縣,溪洲鄉,2015/4/15,0.833333333,彰化縣溪洲鄉,2015,4,15
5124,5124,雲林縣,斗南鎮,2015/4/16,6.255813953,雲林縣斗南鎮,2015,4,16
5125,5125,屏東縣,萬丹鄉,2015/4/16,5.0,屏東縣萬丹鄉,2015,4,16
5126,5126,臺東縣,臺東市,2015/4/16,3.88235294,臺東縣臺東市,2015,4,16
5127,5127,雲林縣,莿桐鄉,2015/4/16,2.155092593,雲林縣莿桐鄉,2015,4,16
5128,5128,屏東縣,崁頂鄉,2015/4/16,1.615384615,屏東縣崁頂鄉,2015,4,16
5129,5129,屏東縣,屏東市,2015/4/16,1.071428571,屏東縣屏東市,2015,4,16
5130,5130,臺東縣,鹿野鄉,2015/4/16,0.7345132740000001,臺東縣鹿野鄉,2015,4,16
5131,5131,雲林縣,大埤鄉,2015/4/16,0.7,雲林縣大埤鄉,2015,4,16
5132,5132,南投縣,草屯鎮,2015/4/16,0.65,南投縣草屯鎮,2015,4,16
5133,5133,屏東縣,新園鄉,2015/4/16,0.23809523800000001,屏東縣新園鄉,2015,4,16
5134,5134,臺東縣,池上鄉,2015/4/16,0.211726384,臺東縣池上鄉,2015,4,16
5135,5135,臺東縣,長濱鄉,2015/4/16,0.145631068,臺東縣長濱鄉,2015,4,16
5136,5136,雲林縣,斗六市,2015/4/16,0.13888888900000002,雲林縣斗六市,2015,4,16
5137,5137,雲林縣,土庫鎮,2015/4/16,0.131578947,雲林縣土庫鎮,2015,4,16
5138,5138,臺東縣,關山鎮,2015/4/16,0.12195122,臺東縣關山鎮,2015,4,16
5139,5139,南投縣,南投市,2015/4/16,0.0,南投縣南投市,2015,4,16
5140,5140,臺東縣,成功鎮,2015/4/16,0.0,臺東縣成功鎮,2015,4,16
5141,5141,臺東縣,東河鄉,2015/4/16,0.0,臺東縣東河鄉,2015,4,16
5142,5142,嘉義縣,民雄鄉,2015/4/17,1.495049505,嘉義縣民雄鄉,2015,4,17
5143,5143,嘉義縣,新港鄉,2015/4/17,0.42,嘉義縣新港鄉,2015,4,17
5144,5144,高雄市,美濃區,2015/4/2,23.66666659,高雄市美濃區,2015,4,2
5145,5145,雲林縣,斗南鎮,2015/4/2,2.704545454,雲林縣斗南鎮,2015,4,2
5146,5146,臺南市,六甲區,2015/4/2,1.0909090909999999,臺南市六甲區,2015,4,2
5147,5147,雲林縣,莿桐鄉,2015/4/2,0.454545455,雲林縣莿桐鄉,2015,4,2
5148,5148,雲林縣,大埤鄉,2015/4/2,0.41666666700000005,雲林縣大埤鄉,2015,4,2
5149,5149,彰化縣,二水鄉,2015/4/2,0.0,彰化縣二水鄉,2015,4,2
5150,5150,彰化縣,溪洲鄉,2015/4/2,0.0,彰化縣溪洲鄉,2015,4,2
5151,5151,南投縣,南投市,2015/4/2,0.0,南投縣南投市,2015,4,2
5152,5152,苗栗縣,公館鄉,2015/4/20,4.99999999,苗栗縣公館鄉,2015,4,20
5153,5153,苗栗縣,苗栗市,2015/4/20,4.99999999,苗栗縣苗栗市,2015,4,20
5154,5154,苗栗縣,銅鑼鄉,2015/4/20,4.99999999,苗栗縣銅鑼鄉,2015,4,20
5155,5155,南投縣,名間鄉,2015/4/20,1.95,南投縣名間鄉,2015,4,20
5156,5156,南投縣,南投市,2015/4/20,1.85,南投縣南投市,2015,4,20
5157,5157,臺南市,東山區,2015/4/21,8.522727273,臺南市東山區,2015,4,21
5158,5158,臺南市,柳營區,2015/4/21,6.0875,臺南市柳營區,2015,4,21
5159,5159,臺南市,六甲區,2015/4/21,4.598484848,臺南市六甲區,2015,4,21
5160,5160,臺南市,後壁區,2015/4/21,3.166666667,臺南市後壁區,2015,4,21
5161,5161,臺南市,下營區,2015/4/21,2.03125,臺南市下營區,2015,4,21
5162,5162,臺東縣,池上鄉,2015/4/21,0.5928753179999999,臺東縣池上鄉,2015,4,21
5163,5163,臺南市,西港區,2015/4/21,0.0,臺南市西港區,2015,4,21
5164,5164,彰化縣,二水鄉,2015/4/22,18.25,彰化縣二水鄉,2015,4,22
5165,5165,臺東縣,池上鄉,2015/4/22,6.235294118,臺東縣池上鄉,2015,4,22
5166,5166,高雄市,林園區,2015/4/22,4.99999999,高雄市林園區,2015,4,22
5167,5167,新竹縣,新埔鎮,2015/4/22,4.7,新竹縣新埔鎮,2015,4,22
5168,5168,臺東縣,關山鎮,2015/4/22,1.594059406,臺東縣關山鎮,2015,4,22
5169,5169,彰化縣,溪洲鄉,2015/4/22,1.533333333,彰化縣溪洲鄉,2015,4,22
5170,5170,桃園市,楊梅區,2015/4/22,1.0,桃園市楊梅區,2015,4,22
5171,5171,新竹縣,竹北市,2015/4/22,0.5,新竹縣竹北市,2015,4,22
5172,5172,新竹縣,芎林鄉,2015/4/22,0.5,新竹縣芎林鄉,2015,4,22
5173,5173,高雄市,大寮區,2015/4/22,0.0,高雄市大寮區,2015,4,22
5174,5174,花蓮縣,玉里鎮,2015/4/23,17.66666666,花蓮縣玉里鎮,2015,4,23
5175,5175,花蓮縣,光復鄉,2015/4/23,17.46666666,花蓮縣光復鄉,2015,4,23
5176,5176,花蓮縣,富里鄉,2015/4/23,10.97777778,花蓮縣富里鄉,2015,4,23
5177,5177,花蓮縣,壽豐鄉,2015/4/23,4.999999999,花蓮縣壽豐鄉,2015,4,23
5178,5178,南投縣,南投市,2015/4/23,1.15,南投縣南投市,2015,4,23
5179,5179,南投縣,草屯鎮,2015/4/23,0.9,南投縣草屯鎮,2015,4,23
5180,5180,臺東縣,長濱鄉,2015/4/23,0.065789474,臺東縣長濱鄉,2015,4,23
5181,5181,臺東縣,成功鎮,2015/4/23,0.0,臺東縣成功鎮,2015,4,23
5182,5182,臺東縣,東河鄉,2015/4/23,0.0,臺東縣東河鄉,2015,4,23
5183,5183,雲林縣,斗南鎮,2015/4/24,6.372093023,雲林縣斗南鎮,2015,4,24
5184,5184,雲林縣,莿桐鄉,2015/4/24,2.578488372,雲林縣莿桐鄉,2015,4,24
5185,5185,雲林縣,大埤鄉,2015/4/24,0.8666666670000001,雲林縣大埤鄉,2015,4,24
5186,5186,臺南市,柳營區,2015/4/28,10.5,臺南市柳營區,2015,4,28
5187,5187,臺南市,六甲區,2015/4/28,5.28030303,臺南市六甲區,2015,4,28
5188,5188,南投縣,名間鄉,2015/4/28,2.68,南投縣名間鄉,2015,4,28
5189,5189,南投縣,南投市,2015/4/28,1.85,南投縣南投市,2015,4,28
5190,5190,臺南市,下營區,2015/4/28,1.3043478259999999,臺南市下營區,2015,4,28
5191,5191,臺南市,東山區,2015/4/29,10.42424242,臺南市東山區,2015,4,29
5192,5192,高雄市,美濃區,2015/4/29,8.333333306,高雄市美濃區,2015,4,29
5193,5193,臺南市,後壁區,2015/4/29,3.768518518,臺南市後壁區,2015,4,29
5194,5194,彰化縣,二水鄉,2015/4/29,1.0,彰化縣二水鄉,2015,4,29
5195,5195,彰化縣,溪洲鄉,2015/4/29,1.0,彰化縣溪洲鄉,2015,4,29
5196,5196,嘉義縣,大林鎮,2015/4/30,10.25,嘉義縣大林鎮,2015,4,30
5197,5197,雲林縣,斗南鎮,2015/4/30,6.023255814,雲林縣斗南鎮,2015,4,30
